step,size,zdd,time
345,5623,14352,219.834
346,6254,15963,253.027
347,6872,17584,287.813
348,7505,19236,317.904
349,8113,20849,351.662
350,8624,22325,379.714
351,9036,23588,406.057
352,9404,24771,427.853
353,9727,25832,1308.62
354,9952,26697,464.426
355,10084,27370,913.761
356,10180,27864,486.852
357,10268,28247,490.354
358,10352,28502,496.537
359,10438,28584,499.827
360,10520,28525,500.583
361,10609,28404,503.666
362,10747,28313,497.603
363,10929,28069,978.188
364,11085,27782,500.852
365,11179,27535,511.117
366,11242,27218,500.643
367,11282,26857,494.471
368,11230,26423,1426.78
369,11023,25850,483.396
370,10693,25183,471.633
371,10300,24492,467.975
372,9837,23674,474.334
373,9273,22700,430.46
374,8631,21712,415.172
375,7981,20722,387.964
376,7374,19617,363.878
377,6797,18428,342.396
378,6228,17310,318.639
379,5712,16293,295.433
380,5297,15293,764.033
381,4958,14321,253.754
382,4666,13394,237.296
383,4433,12630,219.701
384,4265,11938,204.681
385,4148,11282,194.983
386,4063,10784,185.076
387,3987,10350,179.525
388,3900,9919,174.888
389,3798,9543,171.853
390,3691,9297,426.087
391,3584,9049,160.773
392,3455,8754,155.626
393,3296,8501,151.249
394,3146,8320,145.659
395,3016,8072,140.481
396,2882,7763,136.596
397,2758,7563,131.582
398,2674,7478,268.82
399,2629,7280,126.835
400,2612,7017,121.414
401,2627,6899,118.781
402,2680,6836,117.757
403,2760,6710,116.617
404,2847,6625,115.783
405,2938,6539,115.29
406,3038,6512,116.382
407,3124,6521,117.564
408,3168,6481,118.402
409,3178,6390,119.186
410,3171,6309,117.277
411,3146,6292,117.735
412,3096,6272,986.429
413,3026,6219,118.023
414,2965,6195,115.731
415,2940,6299,114.789
416,2949,6469,116.457
417,2986,6598,117.124
418,3061,6829,186.756
419,3181,7228,121.979
420,3335,7645,128.62
421,3500,8013,135.295
422,3651,8442,142.655
423,3775,8944,150.247
424,3869,9353,156.926
425,3923,9626,162.294
426,3928,9914,166.212
427,3878,10109,170.909
428,3768,10123,172.928
429,3615,9966,170.67
430,3446,9728,166.428
431,3263,9417,161.133
432,3062,8918,156.036
433,2870,8381,647.928
434,2714,7870,138.413
435,2583,7296,128.386
436,2463,6745,119.321
437,2361,6300,110.969
438,2274,5917,103.71
439,2190,5578,96.76
440,2113,5276,90.689
441,2051,5013,95.997
442,1995,4794,80.774
443,1930,4672,77.292
444,1865,4559,74.136
445,1820,4422,71.474
446,1783,4260,569.233
447,1727,4113,68.521
448,1660,3939,62.74
449,1609,3717,58.078
450,1569,3474,54.703
451,1510,3266,52.244
452,1421,3009,47.892
453,1317,2691,43.373
454,1211,2387,38.508
455,1101,2157,34.346
456,980,1910,30.258
457,850,1650,26.158
458,730,1463,22.583
459,638,1323,19.14
460,568,1183,17.137
461,509,1078,14.835
462,469,992,12.451
463,458,945,11.341
464,470,924,11.963
465,490,903,11.428
466,506,889,11.628
467,518,895,11.737
468,534,922,12.875
469,553,953,455.675
470,562,980,14.556
471,552,984,14.321
472,527,975,13.932
473,495,978,13.545
474,456,972,12.77
475,406,941,12.066
476,353,910,11.502
477,312,875,10.436
478,285,844,9.574
479,268,821,9.461
480,266,796,9.304
481,284,804,9.155
482,316,858,9.242
483,353,915,9.997
484,395,931,11.818
485,442,942,12.099
486,483,993,12.494
487,511,1047,13.617
488,533,1058,15.069
489,553,1039,14.395
490,562,1051,14.588
491,552,1067,15.739
492,528,1059,14.928
493,502,1054,275.146
494,480,1045,14.881
495,460,1038,13.546
496,444,1020,13.64
497,440,970,12.955
498,450,941,12.213
499,469,952,11.853
500,490,959,12.798
501,506,921,12.287
502,518,882,13.898
503,534,879,12.97
504,553,906,12.74
505,562,942,13.154
506,552,948,13.99
507,528,940,13.514
508,502,956,12.607
509,480,986,12.501
510,461,1015,13.195
511,451,1036,12.242
512,464,1090,12.583
513,506,1184,13.503
514,575,1269,15.3
515,672,1390,16.005
516,798,1583,19.375
517,949,1853,22.839
518,1124,2163,27.267
519,1325,2509,32.143
520,1539,2877,38.502
521,1738,3275,44.865
522,1911,3662,51.106
523,2076,4052,57.308
524,2242,4437,64.265
525,2393,4841,72.076
526,2524,5232,77.319
527,2652,5608,85.272
528,2791,6043,93.165
529,2939,6478,108.134
530,3081,6919,109.835
531,3199,7366,118.104
532,3295,7789,123.629
533,3394,8165,571.405
534,3497,8538,135.96
535,3565,8848,138.771
536,3577,8963,141.522
537,3558,8972,142.797
538,3527,8961,141.315
539,3461,8795,141.175
540,3338,8462,137.335
541,3175,8108,129.978
542,3006,7744,123.256
543,2851,7354,118.583
544,2699,6964,112.471
545,2533,6577,105.138
546,2375,6229,100.264
547,2254,5986,93.904
548,2154,5788,90.304
549,2048,5571,86.781
550,1945,5348,86.155
551,1863,5189,79.129
552,1794,5089,77.273
553,1722,4959,75.025
554,1639,4750,73.017
555,1543,4546,69.13
556,1441,4365,64.851
557,1338,4177,61.529
558,1227,3958,57.564
559,1099,3688,54.794
560,960,3379,51.292
561,829,3051,43.902
562,708,2711,36.949
563,584,2355,31.671
564,468,2075,27.018
565,384,1854,22.635
566,329,1602,19.988
567,290,1347,16.348
568,273,1220,13.643
569,285,1189,13.346
570,316,1158,12.416
571,353,1151,12.465
572,395,1190,13.936
573,442,1239,14.788
574,483,1289,15.553
575,511,1336,16.805
576,533,1355,55.029
577,553,1354,18.21
578,562,1372,17.747
579,552,1375,18.345
580,528,1364,18.329
581,502,1341,17.354
582,480,1324,17.282
583,460,1297,16.387
584,444,1244,15.831
585,440,1191,15.301
586,450,1167,14.15
587,469,1176,14.257
588,490,1173,15.576
589,506,1144,14.66
590,518,1114,14.482
591,534,1110,15.279
592,553,1161,15.043
593,562,1199,15.428
594,552,1184,16.686
595,528,1162,15.629
596,502,1160,14.598
597,480,1171,15.206
598,461,1184,14.828
599,451,1222,14.461
600,463,1308,15.463
601,499,1452,15.968
602,550,1614,17.578
603,611,1809,20.569
604,683,2075,22.563
605,766,2391,27.219
606,860,2713,31.294
607,968,3086,36.52
608,1088,3497,42.245
609,1207,3904,48.168
610,1310,4330,75.652
611,1396,4718,73.796
612,1475,5026,66.206
613,1540,5240,70.108
614,1569,5354,72.067
615,1566,5381,72.993
616,1558,5291,86.178
617,1546,5177,71.178
618,1503,5026,69.861
619,1420,4726,66.546
620,1317,4305,61.594
621,1211,3881,55.133
622,1101,3483,48.897
623,980,3056,43.485
624,850,2647,37.688
625,730,2313,45.03
626,638,2050,28.268
627,568,1805,24.822
628,509,1612,22.111
629,469,1483,18.905
630,458,1431,20.346
631,470,1444,17.481
632,490,1453,17.632
633,506,1446,18.33
634,518,1457,17.594
635,534,1521,18.329
636,553,1601,19.248
637,562,1635,20.05
638,552,1618,20.689
639,527,1589,19.81
640,495,1568,19.485
641,456,1531,18.075
642,406,1490,18.157
643,353,1452,17.202
644,312,1396,15.8
645,285,1331,15.501
646,268,1301,14.341
647,266,1300,13.932
648,284,1328,14.408
649,316,1415,14.573
650,353,1526,15.738
651,395,1564,18
652,442,1597,19.015
653,483,1723,19.558
654,511,1839,21.888
655,533,1878,22.706
656,553,1880,23.75
657,562,1900,23.827
658,552,1913,24.575
659,528,1890,23.718
660,502,1862,23.332
661,480,1837,22.435
662,460,1815,22.523
663,444,1768,21.055
664,440,1675,20.104
665,450,1618,18.183
666,469,1632,18.557
667,490,1641,18.684
668,506,1594,18.656
669,518,1533,18.73
670,534,1543,17.925
671,553,1618,19.164
672,562,1664,20.042
673,552,1641,20.728
674,528,1606,20.02
675,502,1615,18.64
676,480,1638,19.41
677,461,1661,18.824
678,451,1704,19.846
679,464,1809,19.391
680,506,1980,21.053
681,575,2152,23.31
682,672,2387,26.095
683,798,2787,29.125
684,950,3298,35.128
685,1131,3868,42.334
686,1351,4497,50.478
687,1606,5217,60.204
688,1872,5991,72.776
689,2139,6780,84.965
690,2433,7638,98.617
691,2777,8574,113.483
692,3156,9556,133.118
693,3550,10565,152.326
694,3980,11637,172.115
695,4488,12840,195.071
696,5074,14147,220.009
697,5691,15530,250.457
698,6308,16923,537.43
699,6944,18311,306.586
700,7615,19809,334.609
701,8276,21259,367.993
702,8860,22582,620.752
703,9354,23760,426.455
704,9795,24819,446.899
705,10187,25821,466.026
706,10482,26635,492.496
707,10668,27187,508.338
708,10794,27715,519.878
709,10898,28288,526.66
710,10988,28842,538.314
711,11067,29392,554.417
712,11129,29953,693.096
713,11187,30492,570.604
714,11284,31066,587.501
715,11411,31698,596.175
716,11495,32153,610.227
717,11511,32362,617.463
718,11502,32404,624.527
719,11471,32330,621.823
720,11349,32023,621.336
721,11091,31376,611.153
722,10732,30509,594.949
723,10318,29486,573.85
724,9844,28342,551.123
725,9287,27068,523.127
726,8663,25746,749.815
727,8034,24316,467.741
728,7454,22900,438.634
729,6917,21655,410.533
730,6400,20484,427.495
731,5944,19366,362.747
732,5599,18383,340.128
733,5336,17594,326.237
734,5118,16847,315.442
735,4953,16228,303.37
736,4839,15787,330.62
737,4758,15392,282.826
738,4699,15006,284.738
739,4644,14639,278.817
740,4564,14258,272.197
741,4448,13937,261.318
742,4314,13643,252.937
743,4173,13131,320.717
744,4004,12493,507.258
745,3804,11995,222.619
746,3620,11541,209.481
747,3474,10921,196.823
748,3344,10227,261.491
749,3238,9791,177.218
750,3182,9527,170.332
751,3167,9197,163.046
752,3177,8877,158.635
753,3219,8725,158.719
754,3296,8708,159.868
755,3386,8684,158.401
756,3464,8670,680.597
757,3532,8647,161.935
758,3601,8616,160.93
759,3653,8666,162.593
760,3665,8723,164.088
761,3654,8737,164.405
762,3651,8781,166.078
763,3657,8918,165.649
764,3657,9066,167.939
765,3654,9211,167.474
766,3673,9434,168.317
767,3728,9683,170.594
768,3805,9936,174.722
769,3895,10176,181.695
770,4005,10402,186.284
771,4131,10721,190.413
772,4256,11117,199.2
773,4364,11453,205.054
774,4438,11701,212.798
775,4465,11863,220.067
776,4452,12029,219.443
777,4420,12227,220.282
778,4379,12332,223.552
779,4324,12358,227.461
780,4261,12423,225.3
781,4212,12577,223.82
782,4193,12673,226.319
783,4201,12710,226.855
784,4221,12813,227.994
785,4250,12965,233.829
786,4296,13122,236.124
787,4352,13105,239.463
788,4395,13095,237.859
789,4407,13115,243.119
790,4381,13013,374.678
791,4314,12792,237.312
792,4208,12507,228.99
793,4068,12185,245.552
794,3889,11724,218.635
795,3669,11207,206.312
796,3442,10710,194.736
797,3244,10199,183.551
798,3061,9671,173.054
799,2872,9091,161.478
800,2700,8471,150.986
801,2575,7869,139.723
802,2487,7345,204.328
803,2400,6856,119.711
804,2296,6348,111.415
805,2189,5836,103.676
806,2092,5424,103.373
807,1996,5079,89.906
808,1886,4705,82.235
809,1760,4359,76.142
810,1635,4077,69.483
811,1525,3832,65.274
812,1417,3592,60.796
813,1298,3387,56.692
814,1189,3238,52.898
815,1115,3134,50.783
816,1072,3068,51.906
817,1049,3041,49.56
818,1043,3029,48.8
819,1055,3057,48.106
820,1087,3156,48.725
821,1132,3277,50.829
822,1179,3318,52.613
823,1218,3352,54.134
824,1242,3456,54.57
825,1256,3512,55.459
826,1264,3517,55.284
827,1259,3542,55.696
828,1240,3568,55.983
829,1216,3560,55.211
830,1190,3525,55.536
831,1162,3508,54.239
832,1139,3499,53.89
833,1128,3525,53.677
834,1133,3580,53.683
835,1156,3605,53.8
836,1198,3610,54.196
837,1257,3622,54.917
838,1317,3664,55.861
839,1362,3719,56.994
840,1398,3697,58.187
841,1433,3659,58.736
842,1457,3666,58.918
843,1458,3692,59.281
844,1438,3691,59.781
845,1408,3662,59.192
846,1374,3651,58.098
847,1333,3684,58.393
848,1289,3701,56.749
849,1264,3686,58.722
850,1277,3742,55.148
851,1329,3936,56.897
852,1417,4111,59.604
853,1540,4300,62.839
854,1699,4637,66.556
855,1898,5106,83.602
856,2136,5698,80.817
857,2401,6329,91.837
858,2670,6980,101.916
859,2922,7639,113.678
860,3153,8254,122.731
861,3362,8819,132.616
862,3528,9320,141.907
863,3635,9723,149.635
864,3701,10004,155.797
865,3745,10178,159.307
866,3765,10253,160.561
867,3758,10301,163.245
868,3727,10320,161.49
869,3680,10297,164.124
870,3633,10258,162.918
871,3596,10224,162.304
872,3563,10210,160.841
873,3528,10226,161.015
874,3494,10258,162.897
875,3471,10265,160.403
876,3461,10242,159.853
877,3440,10166,159.843
878,3394,10007,158.671
879,3347,9819,156.118
880,3316,9619,154.815
881,3290,9462,154.253
882,3256,9300,154.947
883,3214,9147,154.503
884,3180,9008,616.995
885,3165,8876,155.396
886,3149,8781,154.222
887,3104,8632,150.561
888,3035,8477,146.685
889,2964,8304,144.241
890,2890,8059,140.168
891,2797,7724,135.742
892,2677,7377,130.553
893,2536,7007,123.504
894,2390,6599,116.811
895,2244,6206,111.936
896,2085,5796,104.938
897,1908,5413,97.077
898,1734,5083,90.986
899,1583,4757,86.77
900,1442,4405,77.941
901,1295,4062,70.991
902,1161,3739,63.729
903,1061,3451,58.073
904,983,3148,54.184
905,911,2830,49.117
906,846,2536,43.728
907,790,2293,38.952
908,743,2090,35.395
909,704,1937,31.767
910,665,1793,28.771
911,618,1636,27.054
912,565,1492,23.792
913,512,1367,21.61
914,456,1249,18.49
915,390,1148,17.087
916,321,1043,14.418
917,263,907,11.808
918,214,752,9.838
919,166,614,8.222
920,126,535,6.082
921,104,500,4.974
922,98,457,4.353
923,103,416,4.121
924,119,428,4.167
925,144,478,4.442
926,170,521,4.907
927,192,552,6.134
928,213,567,6.227
929,234,565,6.395
930,249,564,6.582
931,255,560,6.647
932,256,544,6.753
933,255,526,6.869
934,249,509,7.442
935,234,493,6.851
936,214,483,6.203
937,199,491,5.738
938,193,513,5.528
939,192,539,5.582
940,192,543,5.66
941,193,514,5.757
942,199,476,5.46
943,214,454,5.075
944,234,461,5.207
945,249,478,5.614
946,255,487,6.033
947,256,508,6.204
948,255,539,6.187
949,249,552,6.504
950,234,545,6.576
951,214,542,5.986
952,199,538,5.632
953,193,518,5.624
954,193,515,5.288
955,199,555,5.427
956,215,625,5.792
957,242,718,7.226
958,278,825,8.298
959,321,932,9.692
960,368,1050,11.104
961,416,1190,13.211
962,465,1349,15.693
963,518,1524,17.547
964,575,1684,20.839
965,626,1822,23.416
966,660,1954,25.71
967,683,2064,27.234
968,709,2142,28.436
969,732,2184,28.813
970,732,2185,29.357
971,708,2113,29.117
972,678,1959,27.219
973,650,1801,25.324
974,616,1658,22.429
975,569,1490,21.372
976,512,1312,18.424
977,454,1159,16.414
978,399,1014,14.192
979,341,868,12.216
980,279,750,10.35
981,228,672,7.855
982,201,624,6.886
983,193,592,6.221
984,192,565,5.998
985,193,538,5.89
986,199,532,6.002
987,214,549,5.87
988,234,572,6.617
989,249,586,7.161
990,255,587,7.218
991,256,602,7.683
992,255,634,7.153
993,249,662,7.131
994,234,673,7.408
995,213,665,7.091
996,192,633,7.389
997,170,584,6.339
998,144,535,5.681
999,119,497,5.273
1000,103,483,4.73
1001,98,498,4.453
1002,103,509,4.972
1003,119,510,5.822
1004,144,543,5.467
1005,170,620,5.906
1006,192,691,7.077
1007,213,706,7.557
1008,234,696,8.833
1009,249,708,8.636
1010,255,725,8.784
1011,256,724,8.94
1012,255,709,9.136
1013,249,685,9.424
1014,234,663,9.057
1015,214,638,8.082
1016,199,625,7.327
1017,193,646,6.906
1018,192,688,7.141
1019,192,689,7.927
1020,193,620,6.927
1021,199,553,6.092
1022,214,541,5.783
1023,234,567,6.174
1024,249,593,6.839
1025,255,594,7.391
1026,256,600,39.147
1027,255,629,8.009
1028,249,656,7.901
1029,234,662,7.901
1030,214,662,7.162
1031,199,669,6.735
1032,193,659,6.817
1033,193,640,6.817
1034,199,658,7.025
1035,216,732,6.889
1036,249,847,7.998
1037,302,961,9.659
1038,376,1086,11.617
1039,464,1263,14.59
1040,556,1486,17.221
1041,654,1744,20.989
1042,771,2035,25.643
1043,907,2351,31.066
1044,1043,2660,37.338
1045,1170,2949,43.464
1046,1305,3259,48.582
1047,1462,3600,55.174
1048,1624,3946,62.395
1049,1767,4319,70.292
1050,1898,4716,77.417
1051,2043,5172,86.36
1052,2205,5705,94
1053,2365,6288,104.444
1054,2518,6920,113.562
1055,2674,7644,122.659
1056,2840,8457,284.027
1057,3020,9231,148.176
1058,3205,9940,162.6
1059,3368,10636,174.494
1060,3502,11274,185.785
1061,3633,11805,201.035
1062,3761,12221,212.747
1063,3841,12452,219.15
1064,3853,12458,222.797
1065,3829,12356,219.589
1066,3790,12196,217.024
1067,3713,11890,215.332
1068,3575,11464,208.838
1069,3390,10985,203.295
1070,3191,10431,185.873
1071,2994,9834,175.242
1072,2789,9284,164.179
1073,2573,8793,154.571
1074,2376,8310,146.564
1075,2223,7882,134.552
1076,2098,7561,126.756
1077,1980,7265,122.142
1078,1877,6963,120.498
1079,1801,6710,113.18
1080,1745,6528,111.971
1081,1693,6361,109.75
1082,1632,6170,105.933
1083,1561,5943,102.351
1084,1490,5696,99.468
1085,1425,5452,94.784
1086,1360,5187,90.733
1087,1282,4928,98.475
1088,1192,4684,81.332
1089,1109,4403,75.953
1090,1036,4048,69.669
1091,958,3697,64.283
1092,882,3462,57.853
1093,831,3308,52.81
1094,803,3108,49.92
1095,783,2909,47.281
1096,772,2827,45.503
1097,774,2825,45.524
1098,785,2862,45.285
1099,802,2910,45.907
1100,828,2948,46.632
1101,863,3007,47.586
1102,895,3102,48.641
1103,916,3172,50.68
1104,935,3144,51.712
1105,959,3051,52.371
1106,979,2976,50.575
1107,985,2928,50.323
1108,981,2898,49.988
1109,977,2870,49.195
1110,973,2846,48.85
1111,959,2820,48.591
1112,933,2786,48.28
1113,909,2764,45.719
1114,899,2765,44.63
1115,902,2776,44.782
1116,912,2819,45.29
1117,925,2854,46.448
1118,945,2878,46.62
1119,979,2948,47.995
1120,1023,3076,49.003
1121,1065,3222,51.392
1122,1098,3333,54.391
1123,1124,3443,55.427
1124,1148,3586,62.686
1125,1169,3723,58.947
1126,1178,3805,61.841
1127,1171,3865,62.712
1128,1159,3972,63.646
1129,1151,4060,65.802
1130,1140,4079,68.573
1131,1119,4107,67.569
1132,1093,4189,67.376
1133,1067,4278,68.356
1134,1039,4278,68.732
1135,1009,4203,68.057
1136,980,4106,68.694
1137,950,4002,63.523
1138,917,3915,61.917
1139,888,3831,60.025
1140,868,3756,58.053
1141,846,3699,56.68
1142,811,3615,54.883
1143,776,3486,52.418
1144,760,3343,49.782
1145,755,3223,47.29
1146,739,3099,45.161
1147,709,2903,42.695
1148,678,2661,39.278
1149,650,2447,35.645
1150,616,2245,32.742
1151,569,2005,29.537
1152,512,1757,26.032
1153,454,1544,22.876
1154,399,1345,20.264
1155,341,1149,16.483
1156,279,989,14.204
1157,228,877,10.654
1158,201,815,8.742
1159,193,782,8.387
1160,192,746,8.642
1161,193,707,8.512
1162,199,690,7.591
1163,214,705,7.67
1164,234,733,8.764
1165,249,753,9.906
1166,255,772,10.641
1167,256,795,9.918
1168,255,821,9.89
1169,249,842,9.966
1170,234,857,10.435
1171,213,855,10.336
1172,192,809,9.132
1173,170,730,8.292
1174,144,656,7.406
1175,119,609,6.816
1176,103,592,6.647
1177,98,595,5.89
1178,103,598,5.966
1179,119,593,6.283
1180,144,621,6.575
1181,170,710,7.236
1182,192,802,8.977
1183,213,833,10.218
1184,234,831,10.226
1185,249,848,10.564
1186,255,868,10.769
1187,256,865,11.985
1188,255,846,11.343
1189,249,825,10.977
1190,234,808,10.63
1191,214,796,10.526
1192,199,781,9.421
