step,size,zdd,time
156,80,826,4.052
157,81,829,5.235
158,70,762,4.282
159,51,643,3.622
160,32,480,2.718
161,19,330,1.919
162,12,223,1.218
163,9,186,0.964
164,8,175,0.751
165,6,134,0.739
166,4,99,0.585
167,2,60,0.476
168,1,32,0.207
169,1,32,0.166
170,1,32,0.168
171,1,32,0.11
172,1,32,0.127
173,2,51,0.125
174,2,42,0.297
175,4,89,0.226
176,8,163,0.527
177,13,260,0.776
178,23,402,1.175
179,39,579,1.984
180,59,768,2.922
181,85,959,4.085
182,116,1171,5.2
183,143,1393,6.547
184,157,1565,8.837
185,151,1599,9.391
186,125,1478,9.127
187,90,1225,7.603
188,61,929,5.934
189,45,736,4.633
190,43,707,4.015
191,49,741,4.046
192,56,813,4.297
193,64,896,4.675
194,71,972,5.339
195,74,1017,5.607
196,73,1007,6.021
197,66,937,77.1
198,53,813,4.881
199,38,637,3.782
200,25,476,2.709
201,15,287,2.065
202,9,185,1.29
203,6,121,0.868
204,5,99,0.523
205,6,116,0.517
206,7,123,0.59
207,10,171,0.598
208,17,244,0.933
209,28,345,1.41
210,43,439,2.022
211,61,577,2.731
212,74,678,3.864
213,77,693,4.202
214,72,676,4.059
215,62,634,3.791
216,52,598,3.44
217,45,545,3.165
218,39,538,2.801
219,32,498,2.689
220,26,423,2.635
221,23,378,2.281
222,25,370,2.093
223,29,388,2.078
224,31,415,2.17
225,31,419,2.189
226,28,398,7.15
227,23,348,2.157
228,18,294,1.712
229,14,234,1.304
230,11,195,0.92
231,9,185,0.802
232,8,176,0.737
233,6,133,0.83
234,4,99,0.634
235,2,60,0.512
236,1,32,0.238
237,1,32,0.18
238,1,32,0.175
239,1,32,0.123
240,1,32,0.131
241,2,51,0.126
242,2,43,0.308
243,4,88,0.236
244,8,160,0.524
245,13,258,0.791
246,23,407,1.233
247,40,635,2.115
248,66,964,3.337
249,112,1446,5.355
250,192,2180,8.31
251,323,3225,13.707
252,529,4586,22.384
253,813,6224,163.229
254,1119,8060,48.154
255,1342,9779,63.517
256,1386,10808,78.122
257,1227,10657,79.537
258,940,9345,74.24
259,649,7384,63.499
260,448,5639,46.812
261,363,4708,35.215
262,369,4600,29.248
263,427,5068,30.162
264,511,5877,34.253
265,599,6589,41.158
266,662,6932,44.319
267,676,6891,47.105
268,631,6472,48.339
269,533,5670,47.269
270,405,4574,36.701
271,279,3433,38.777
272,177,2369,41.089
273,108,1531,12.818
274,72,1062,8.393
275,60,851,5.438
276,68,853,13.913
277,92,1071,5.107
278,131,1403,6.283
279,194,1871,8.989
280,283,2420,12.464
281,393,2951,16.383
282,519,3466,21.832
283,642,4056,26.278
284,723,4479,31.418
285,737,4575,34.481
286,682,4417,34.603
287,575,4094,32.219
288,453,3649,28.83
289,348,3170,24.125
290,273,2789,20.405
291,230,2491,17.061
292,216,2324,20.095
293,227,2349,14.847
294,256,2443,14.943
295,285,2492,14.804
296,297,2468,16.144
297,284,2368,14.984
298,244,2124,13.492
299,189,1790,12.381
300,138,1463,9.574
301,100,1164,7.051
302,74,919,5.401
303,56,738,4.428
304,41,585,3.319
305,27,419,2.644
306,17,294,1.833
307,11,196,1.529
308,9,131,0.907
309,10,146,0.686
310,12,173,0.791
311,16,239,1.208
312,26,355,1.196
313,45,541,1.863
314,77,825,2.903
315,135,1290,4.805
316,224,1859,7.572
317,344,2468,11.494
318,487,3044,16.662
319,618,3510,21.521
320,692,3813,25.436
321,688,3927,27.358
322,615,3880,27.939
323,506,3685,25.712
324,403,3452,24.625
325,328,3228,21.43
326,283,3069,19.931
327,266,2930,19.042
328,273,2797,17.757
329,296,2796,17.415
330,325,2881,17.474
331,342,2862,18.758
332,336,2798,18.257
333,311,2686,18.778
334,270,2499,16.581
335,220,2222,14.317
336,171,1894,12.657
337,126,1552,10.3
338,88,1203,28.101
339,60,892,6.425
340,42,647,4.181
341,32,446,2.99
342,29,384,2.218
343,32,390,1.978
344,45,482,2.124
345,73,608,2.753
346,116,790,3.659
347,175,1032,4.974
348,238,1306,6.846
349,282,1533,8.993
350,293,1621,11.014
351,271,1630,10.79
352,224,1551,10.103
353,171,1375,8.996
354,129,1196,8.117
355,102,1063,6.826
356,90,998,5.541
357,90,1021,5.093
358,97,1127,5.234
359,107,1147,5.908
360,115,1071,5.982
361,116,995,5.809
362,109,928,5.755
363,92,833,4.925
364,69,714,3.924
365,49,583,3.139
366,34,474,2.545
367,24,380,1.983
368,18,304,1.508
369,14,244,1.22
370,11,199,0.893
371,9,187,0.709
372,8,174,0.687
373,6,136,0.71
374,4,100,0.522
375,2,59,0.409
376,1,32,0.207
377,1,32,0.136
378,1,32,0.141
379,1,32,0.113
380,1,32,0.121
381,2,52,0.117
382,2,41,0.26
383,4,91,0.2
384,8,169,0.429
385,13,268,0.669
386,23,422,1.072
387,40,669,1.797
388,66,1024,2.891
389,111,1517,4.571
390,183,2187,7.601
391,282,2997,11.087
392,407,3826,15.754
393,549,4674,22.144
394,679,5611,28.879
395,756,6562,100.773
396,748,7201,42.261
397,651,7118,44.788
398,503,6308,316.416
399,361,5058,36.96
400,267,3972,276.402
401,233,3387,22.322
402,245,3358,19.387
403,280,3645,21.831
404,323,4103,21.812
405,362,4506,24.802
406,382,4662,26.798
407,375,4528,27.248
408,340,4162,25.768
409,281,3645,23.37
410,211,2912,19.294
411,145,2166,19.679
412,93,1466,10.913
413,59,988,6.631
414,42,707,4.417
415,38,586,3.185
416,47,658,2.783
417,68,882,3.137
418,100,1151,4.386
419,148,1478,5.925
420,207,1843,7.673
421,268,2128,10.133
422,328,2406,21.634
423,379,2725,15.484
424,406,2949,16.596
425,402,3028,18.473
426,367,3019,19.54
427,308,2884,18.324
428,244,2640,17.574
429,191,2351,14.73
430,156,2088,12.639
431,139,1864,11.343
432,135,1697,9.857
433,141,1636,8.527
434,153,1657,8.45
435,162,1681,9.001
436,162,1664,9.405
437,151,1618,8.789
438,128,1484,8.12
439,99,1307,7.323
440,73,1077,5.909
441,53,842,4.812
442,39,656,3.881
443,29,534,3.134
444,21,419,2.374
445,14,300,1.863
446,9,203,1.263
447,6,135,0.902
448,5,103,0.582
449,6,123,0.469
450,7,131,0.57
451,10,194,0.586
452,17,303,0.887
453,29,451,1.279
454,50,721,2.041
455,87,1143,3.278
456,141,1629,5.411
457,211,2140,7.991
458,289,2585,15.418
459,352,2892,15.166
460,379,3057,16.518
461,368,3116,18.331
462,332,3074,18.553
463,290,2925,17.562
464,256,2743,16.721
465,229,2595,14.41
466,205,2475,13.195
467,186,2332,13.423
468,177,2163,12.653
469,180,2112,11.655
470,190,2189,11.655
471,195,2239,12.539
472,190,2235,12.473
473,177,2134,11.638
474,157,1973,11.236
475,134,1778,10.569
476,111,1515,10.94
477,88,1230,7.32
478,66,981,5.699
479,47,745,4.385
480,33,556,3.368
481,24,395,2.711
482,20,310,1.911
483,21,320,1.492
484,30,404,1.536
485,48,498,10.235
486,74,612,2.638
487,108,822,3.277
488,140,1002,4.735
489,159,1119,5.882
490,162,1175,6.685
491,152,1205,7.492
492,133,1171,7.379
493,112,1046,6.655
494,94,925,5.56
495,80,839,4.716
496,72,795,47.174
497,70,799,4.129
498,72,866,4.021
499,74,868,4.209
500,73,824,4.571
501,69,774,4.416
502,63,709,3.923
503,54,637,3.426
504,44,568,3.02
505,36,492,2.675
506,29,406,2.139
507,23,332,1.742
508,18,282,1.424
509,14,225,1.157
510,11,187,0.799
511,9,177,0.793
512,8,170,0.735
513,6,130,0.671
514,4,97,0.502
515,2,59,0.385
516,1,32,0.196
517,1,32,0.147
518,1,32,0.144
519,1,32,0.11
520,1,32,0.12
521,2,51,0.113
522,2,43,0.222
523,4,87,0.164
524,8,158,0.394
525,13,255,0.631
526,23,404,1.006
527,40,634,1.737
528,66,964,2.788
529,112,1441,4.742
530,192,2164,7.464
531,323,3204,11.81
532,529,4625,20.116
533,813,6434,98.188
534,1119,8486,46.252
535,1342,10265,63.12
536,1386,11065,76.254
537,1227,10530,82.059
538,940,8921,76.264
539,649,6906,62.241
540,448,5264,46.962
541,363,4489,35.042
542,369,4538,29.42
543,427,5060,29.69
544,511,5869,33.508
545,599,6624,39.464
546,662,7033,44.495
547,676,6974,47.42
548,631,6489,46.822
549,533,5607,42.64
550,405,4459,36.606
551,279,3260,28.086
552,177,2231,20.405
553,108,1422,14.647
554,72,965,9.028
555,60,808,5.434
556,68,849,4.599
557,92,1078,5.234
558,131,1389,6.139
559,194,1831,8.097
560,283,2386,16.117
561,393,2963,16.496
562,519,3506,21.178
563,642,4042,26.425
564,723,4431,31.386
565,737,4508,35.123
566,682,4289,35.697
567,575,3945,33.627
568,453,3489,299.313
569,348,3010,26.445
570,273,2632,21.427
571,230,2373,18.241
572,216,2246,15.599
573,227,2284,14.452
574,256,2414,15.038
575,285,2505,15.926
576,297,2492,16.196
577,284,2369,16.805
578,244,2106,15.231
579,189,1760,13.003
580,138,1419,10.499
581,100,1114,8.213
582,74,878,5.853
583,56,684,4.6
584,41,542,3.577
585,27,379,2.979
586,17,253,2.116
587,11,171,1.396
588,9,125,0.899
589,10,143,0.699
590,12,162,0.78
591,16,223,0.794
592,26,328,1.184
593,45,519,1.711
594,77,820,2.876
595,135,1280,4.783
596,224,1885,7.189
597,344,2559,11.031
598,487,3195,15.718
599,618,3699,21.386
600,692,4004,25.446
601,688,4053,28.529
602,615,3870,29.241
603,506,3551,27.732
604,403,3234,25.004
605,328,2978,22.402
606,283,2842,19.809
607,266,2770,18.375
608,273,2709,16.894
609,296,2748,17.53
610,325,2846,17.573
611,342,2858,18.701
612,336,2815,19.422
613,311,2675,18.28
614,270,2463,17.575
615,220,2150,35.293
616,171,1812,13.699
617,126,1457,10.322
618,88,1116,8.043
619,60,819,6.031
620,42,608,4.548
621,32,436,3.496
622,29,370,2.398
623,32,379,2.001
624,45,462,1.959
625,73,610,2.584
626,116,817,3.559
627,175,1088,4.997
628,238,1352,7.176
629,282,1560,9.317
630,293,1636,11.652
631,271,1600,12.253
632,224,1480,11.723
633,171,1264,10.149
634,129,1087,9.077
635,102,967,6.898
636,90,924,5.903
637,90,951,5.309
638,97,1053,5.353
639,107,1092,5.953
640,115,1069,6.289
641,116,1016,6.826
642,109,950,6.144
643,92,827,5.408
644,69,688,4.658
645,49,542,3.79
646,34,434,2.792
647,24,353,2.195
648,18,285,1.709
649,14,230,1.287
650,11,189,0.94
651,9,179,0.832
652,8,167,0.743
653,6,130,0.795
654,4,97,0.596
655,2,58,0.471
656,1,32,0.213
657,1,32,0.173
658,1,32,0.181
659,1,32,0.119
660,1,32,0.132
661,2,50,0.126
662,2,41,0.302
663,4,86,0.239
664,8,158,0.561
665,13,250,0.855
666,23,391,1.231
667,40,615,1.997
668,66,936,3.336
669,111,1393,5.083
670,182,2055,8.023
671,273,2917,12.196
672,366,3827,18.174
673,428,4569,24.745
674,423,4866,28.521
675,348,4461,29.68
676,243,3483,28.576
677,156,2480,20.121
678,111,1918,13.843
679,102,1719,10.315
680,112,1770,9.883
681,133,2030,10.269
682,160,2400,12.214
683,185,2688,16.764
684,202,2838,18.626
685,204,2822,17.343
686,184,2600,16.181
687,147,2198,13.942
688,106,1697,11.391
689,69,1189,8.821
690,41,732,5.437
691,24,466,3.44
692,16,311,2.16
693,15,269,1.4
694,17,307,1.355
695,21,347,1.488
696,32,491,1.72
697,52,700,2.583
698,81,927,3.731
699,122,1223,5.31
700,167,1584,7.434
701,200,1839,10.251
702,215,1910,10.848
703,208,1887,12.014
704,179,1778,49.169
705,142,1579,10.639
706,110,1382,8.811
707,85,1235,7.589
708,67,1074,7.002
709,57,905,5.986
710,57,867,5.005
711,66,938,4.911
712,76,1002,5.286
713,83,1041,5.591
714,85,1029,5.702
715,77,966,5.541
716,61,824,5.217
717,44,654,4.58
718,30,500,3.235
719,21,388,2.186
720,17,338,1.67
721,14,284,1.533
722,10,213,1.287
723,6,144,1.055
724,3,84,0.651
725,2,58,0.357
726,2,58,0.31
727,2,58,0.259
728,2,58,0.274
729,3,77,0.227
730,4,87,0.384
731,6,124,0.491
732,12,241,0.731
733,21,405,1.247
734,36,633,1.913
735,62,945,3.128
736,97,1291,4.865
737,136,1582,6.859
738,169,1771,9.637
739,177,1828,10.652
740,151,1690,13.859
741,106,1346,9.956
742,65,958,7.735
743,41,699,5.403
744,34,598,3.641
745,37,605,3.361
746,46,724,3.602
747,59,914,4.186
748,70,1064,5.179
749,76,1134,6.389
750,77,1108,6.363
751,70,998,6.127
752,57,865,5.599
753,43,703,4.29
754,29,497,3.314
755,17,300,2.521
756,9,180,1.516
757,5,112,0.864
758,4,81,0.557
759,4,78,0.446
760,4,75,0.377
761,5,98,0.367
762,7,124,0.493
763,10,170,0.676
764,18,261,0.985
765,32,375,1.55
766,49,483,2.132
767,66,574,2.861
768,74,619,3.762
769,65,577,3.947
770,45,463,3.464
771,26,318,2.568
772,14,215,1.784
773,9,165,1.045
774,8,126,0.828
775,9,133,0.732
776,12,177,0.84
777,16,236,1.132
778,21,293,1.505
779,26,309,1.813
780
781,Perfect!
