step,size,zdd,time
111,614,2666,32.177
112,578,2551,30.289
113,557,2500,28.485
114,544,2535,28.747
115,543,2635,28.873
116,555,2733,29.372
117,576,2792,30.693
118,595,2866,31.147
119,601,2952,33.714
120,596,2973,32.353
121,587,2895,88.08
122,573,2754,32.297
123,546,2570,84.957
124,503,2356,27.606
125,456,2166,25.464
126,416,1987,23.613
127,379,1808,29.783
128,344,1679,19.256
129,324,1655,18.203
130,326,1703,17.358
131,340,1796,17.97
132,360,1939,18.952
133,392,2092,19.425
134,435,2262,21.469
135,476,2451,23.231
136,510,2608,26.143
137,545,2690,27.417
138,578,2732,29.032
139,595,2729,30.37
140,595,2650,31.426
141,588,2537,30.651
142,579,2433,29.394
143,565,2323,28.083
144,544,2221,27.144
145,524,2190,25.959
146,514,2219,25.479
147,512,2252,25.232
148,514,2307,25.623
149,522,2428,27.044
150,536,2570,27.647
151,554,2702,28.888
152,576,2822,29.581
153,595,2924,30.672
154,601,2983,35.948
155,596,2975,32.11
156,588,2923,31.611
157,579,2820,31.442
158,565,2678,30.324
159,545,2534,28.329
160,530,2434,26.541
161,533,2417,24.873
162,555,2486,24.955
163,595,2653,25.095
164,663,2966,26.619
165,766,3419,30.642
166,898,3989,35.885
167,1055,4627,42.51
168,1236,5325,50.472
169,1428,6032,59.679
170,1610,6700,71.172
171,1778,7308,81.55
172,1939,7836,88.134
173,2076,8230,96.052
174,2162,8492,103.121
175,2205,8624,134.15
176,2232,8676,108.89
177,2241,8583,113.444
178,2220,8373,110.018
179,2179,8149,108.4
180,2138,7944,104.048
181,2113,7739,130.521
182,2104,7564,97.389
183,2099,7483,94.535
184,2097,7537,93.3
185,2112,7725,92.176
186,2152,7863,197.311
187,2201,7949,146.538
188,2232,8111,95.94
189,2241,8273,98.179
190,2246,8316,157.725
191,2245,8224,100.964
192,2212,8079,100.089
193,2141,7884,98.969
194,2049,7598,95.868
195,1951,7220,98.995
196,1851,6743,86.413
197,1733,6234,80.164
198,1594,5776,75.454
199,1467,5335,69.276
200,1363,4906,64.333
201,1256,4488,59.264
202,1145,4150,53.693
203,1055,3929,50.584
204,986,3727,45.494
205,923,3492,42.268
206,865,3269,39
207,809,3092,36.114
208,751,2952,33.305
209,696,2779,30.901
210,643,2540,28.989
211,584,2258,26.01
212,515,1986,23.145
213,445,1757,23.489
214,384,1515,18.166
215,324,1236,14.801
216,260,994,11.649
217,208,847,9.779
218,176,756,8.281
219,153,698,7.174
220,137,674,6.538
221,136,695,6.172
222,149,778,6.262
223,167,891,7.581
224,186,987,8.644
225,209,1075,9.12
226,233,1158,9.87
227,250,1219,10.772
228,261,1245,12.102
229,272,1256,12.461
230,281,1248,12.262
231,281,1201,12.428
232,271,1129,12.652
233,257,1046,11.886
234,245,976,10.863
235,235,925,10.082
236,225,903,9.703
237,219,906,9.137
238,221,935,9.321
239,229,982,9.676
240,240,1043,10.332
241,250,1113,11.235
242,256,1185,11.514
243,262,1238,11.882
244,272,1278,12.411
245,281,1306,12.951
246,281,1303,12.704
247,271,1246,12.344
248,257,1167,12.533
249,245,1100,11.656
250,235,1047,10.718
251,226,1009,9.725
252,225,1006,9.842
253,238,1062,13.74
254,261,1157,10.457
255,289,1267,10.776
256,322,1391,12.085
257,361,1519,13.141
258,405,1641,15.172
259,455,1783,120.391
260,513,1933,19.058
261,575,2093,22.484
262,632,2270,24.662
263,678,2427,28.179
264,718,2566,30.515
265,757,2704,31.816
266,783,2818,33.319
267,786,2927,34.646
268,780,2953,35.085
269,778,2949,34.411
270,768,2972,33.744
271,735,2912,33.711
272,685,2734,59.205
273,632,2510,30.022
274,579,2293,26.954
275,522,2050,23.998
276,458,1776,62.708
277,392,1513,46.472
278,338,1311,14.938
279,300,1168,12.385
280,268,1062,11.337
281,241,996,119.559
282,228,992,9.458
283,230,1021,9.254
284,240,1061,10.742
285,250,1108,10.735
286,256,1166,10.715
287,262,1215,11.088
288,272,1255,11.584
289,281,1270,11.882
290,281,1245,11.455
291,271,1186,11.007
292,256,1124,11.015
293,239,1050,10.652
294,217,939,9.537
295,189,819,8.402
296,164,748,7.38
297,148,706,7.141
298,137,670,58.618
299,131,668,5.967
300,135,713,5.64
301,149,792,5.961
302,167,888,6.623
303,186,974,7.479
304,209,1046,8.647
305,233,1125,8.82
306,250,1187,9.593
307,261,1197,10.361
308,272,1183,10.771
309,281,1182,11.229
310,281,1172,10.995
311,271,1123,10.817
312,257,1053,10.334
313,245,999,10.031
314,235,970,8.662
315,225,959,8.164
316,219,962,8.037
317,221,989,64.277
318,229,1042,8.623
319,240,1117,8.947
320,250,1187,10.577
321,256,1245,10.428
322,262,1299,11.248
323,272,1358,11.267
324,281,1389,11.409
325,281,1358,11.896
326,271,1277,12.114
327,257,1191,10.732
328,245,1111,10.287
329,235,1032,9.769
330,226,979,9.254
331,225,976,119.926
332,239,1026,7.845
333,267,1127,8.27
334,308,1286,8.891
335,364,1502,11.031
336,434,1757,13.196
337,516,2047,16.1
338,615,2412,20.229
339,736,2834,23.426
340,870,3283,28.867
341,1002,3742,33.847
342,1136,4194,39.183
343,1289,4661,45.984
344,1455,5131,52.602
345,1608,5560,59.376
346,1740,5946,177.087
347,1870,6290,70.698
348,2004,6543,181.753
349,2114,6721,81.031
350,2182,6855,81.809
351,2227,6917,82.14
352,2269,6889,83.166
353,2300,6807,83.688
354,2311,6757,82.664
355,2311,6734,82.725
356,2309,6748,82.615
357,2316,6719,83.505
358,2342,6745,82.014
359,2373,6923,83.592
360,2395,7126,140.722
361,2425,7270,87.085
362,2478,7419,88.229
363,2533,7643,90.225
364,2558,7833,92.165
365,2553,7859,93.261
366,2539,7792,153.606
367,2512,7724,93.115
368,2445,7578,89.574
369,2332,7294,87.742
370,2197,6883,83.428
371,2059,6462,78.179
372,1915,6061,73.133
373,1756,5606,96.778
374,1592,5121,62.103
375,1450,4696,56.643
376,1334,4332,52.17
377,1224,3972,48.141
378,1121,3673,44.833
379,1043,3496,40.713
380,990,3360,37.816
381,953,3252,36.234
382,928,3212,35.012
383,908,3188,34.239
384,892,3185,148.196
385,882,3209,33.66
386,874,3218,34.454
387,862,3177,34.465
388,836,3121,32.968
389,801,3064,31.773
390,771,2990,31.585
391,739,2835,30.607
392,697,2654,28.326
393,658,2504,27.413
394,630,2405,25.576
395,604,2307,78.807
396,580,2173,24.128
397,566,2101,22.213
398,563,2117,22.114
399,570,2175,22.069
400,586,2236,22.812
401,612,2307,23.037
402,645,2414,24.182
403,672,2533,25.033
404,690,2637,26.655
405,708,2707,26.481
406,725,2774,27.815
407,732,2822,27.956
408,726,2807,28.538
409,712,2718,29.263
410,696,2615,27.142
411,678,2527,27.508
412,655,2444,25.906
413,634,2376,25.411
414,630,2375,24.325
415,646,2441,23.718
416,675,2564,24.614
417,711,2700,25.506
418,749,2863,27.006
419,790,2993,43.851
420,833,3086,30.347
421,870,3154,31.611
422,896,3167,32.855
423,908,3120,32.359
424,905,3075,32.277
425,890,2988,32.642
426,863,2792,31.143
427,819,2591,82.529
428,762,2399,28.162
429,708,2230,26.461
430,663,2071,24.667
431,620,1944,24.12
432,581,1869,20.112
433,553,1796,19.406
434,532,1729,18.329
435,513,1677,17.034
436,497,1641,17.149
437,483,1565,16.143
438,467,1492,15.477
439,450,1418,15.757
440,438,1378,14.887
441,430,1341,14.755
442,416,1302,15.62
443,395,1282,68.728
444,381,1244,15.52
445,379,1216,14.86
446,376,1240,114.754
447,363,1239,14.858
448,346,1195,14.484
449,332,1144,13.713
450,318,1110,13.594
451,298,1034,12.619
452,271,931,11.106
453,241,823,9.591
454,213,732,9.081
455,186,627,7.208
456,155,514,6.101
457,124,426,4.828
458,104,377,3.935
459,97,352,3.568
460,96,351,3.348
461,96,363,3.477
462,97,381,3.595
463,102,397,4.123
464,112,420,4.484
465,122,452,4.377
466,127,480,4.482
467,128,498,4.375
468,128,508,4.55
469,127,509,4.672
470,122,486,4.655
471,112,452,4.376
472,101,421,4.077
473,91,376,3.881
474,79,307,3.701
475,65,254,2.98
476,54,239,2.405
477,49,242,2.242
478,49,247,2.253
479,54,254,2.473
480,65,278,2.354
481,79,329,2.562
482,91,383,3.086
483,101,417,3.519
484,112,437,4.061
485,122,455,4.132
486,127,467,4.41
487,128,465,4.596
488,128,456,4.657
489,127,446,4.407
490,122,421,4.151
491,112,383,3.929
492,102,348,3.586
493,97,325,3.173
494,96,323,2.973
495,96,345,2.934
496,96,363,3.234
497,97,373,3.564
498,102,386,3.576
499,112,413,3.828
500,122,449,4.294
501,127,479,4.348
502,128,501,4.311
503,128,518,4.403
504,127,518,4.64
505,122,486,4.664
506,112,442,4.419
507,102,409,3.975
508,97,379,3.662
509,96,352,3.327
510,97,345,3.16
511,102,371,3.028
512,114,421,3.116
513,135,482,3.56
514,167,576,4.242
515,209,696,5.332
516,255,834,6.736
517,300,977,8.486
518,347,1116,10.298
519,399,1268,12.065
520,447,1402,13.495
521,482,1507,15.256
522,510,1596,17.3
523,541,1680,17.806
524,574,1760,18.885
525,603,1833,20.324
526,627,1899,20.957
527,650,1973,22.506
528,680,2054,22.846
529,719,2110,24.626
530,754,2178,25.743
531,773,2270,27.027
532,784,2356,27.981
533,801,2406,29.089
534,817,2455,30.269
535,815,2476,1015.39
536,796,2450,105.29
537,772,2397,32.752
538,747,2323,32.565
539,716,2219,30.708
540,673,2091,28.427
541,623,1967,26.453
542,581,1856,23.653
543,550,1746,22.438
544,517,1638,20.433
545,481,1572,19.768
546,456,1521,18.383
547,443,1469,18.411
548,431,1413,17.733
549,415,1361,18.798
550,396,1317,18.544
551,377,1286,17.302
552,360,1250,16.72
553,343,1197,15.717
554,322,1118,15.262
555,296,1046,13.348
556,269,983,12.08
557,243,899,10.877
558,213,775,138.237
559,177,646,8.719
560,144,553,6.665
561,119,472,5.796
562,95,381,5.276
563,71,296,4.053
564,55,249,2.933
565,49,248,2.478
566,49,271,2.51
567,54,291,2.776
568,65,312,2.892
569,79,352,3.144
570,91,406,3.759
571,101,452,4.408
572,112,485,4.737
573,122,516,5.061
574,127,536,5.895
575,128,542,5.853
576,128,550,5.673
577,127,549,5.7
578,122,514,5.496
579,112,460,5.123
580,102,416,4.526
581,97,392,4.001
582,96,386,3.991
583,96,400,4.016
584,96,419,4.064
585,97,435,4.31
586,102,455,4.473
587,112,481,4.644
588,122,518,4.883
589,127,542,5.434
590,128,549,5.482
591,128,559,5.757
592,127,567,6.141
593,122,544,5.8
594,112,491,5.352
595,102,445,4.75
596,97,421,4.432
597,96,404,4.331
598,97,393,3.922
599,102,414,3.777
600,113,461,4.318
601,129,507,5.09
602,149,563,5.446
603,172,635,6.047
604,196,700,6.943
605,220,766,8.232
606,245,847,9.694
607,273,937,10.691
608,302,1021,12.022
609,324,1086,13.717
610,336,1149,15.443
611,347,1192,15.721
612,362,1233,16.485
613,370,1298,17.331
614,362,1336,17.266
615,346,1319,18.063
616,332,1278,16.539
617,318,1260,14.975
618,298,1209,14.745
619,271,1111,13.24
620,241,989,11.435
621,213,885,9.621
622,186,777,8.636
623,155,650,6.921
624,124,536,5.391
625,104,464,4.216
626,97,431,3.619
627,96,427,3.564
628,96,432,3.76
629,97,440,73.278
630,102,460,4.673
631,112,496,4.644
632,122,531,5.171
633,127,542,5.296
634,128,542,5.016
635,128,550,5.341
636,127,549,5.4
637,122,520,5.184
638,112,481,4.745
639,101,445,4.374
640,91,399,4.087
641,79,343,3.872
642,65,297,3.282
643,54,282,2.811
644,49,287,2.601
645,49,296,2.571
646,54,303,2.729
647,65,319,2.969
648,79,361,3.033
649,91,410,3.434
650,101,441,3.877
651,112,459,4.254
652,122,481,4.515
653,127,501,4.927
654,128,502,5.119
655,128,502,5.121
656,127,513,4.989
657,122,512,5.229
658,112,482,4.985
659,102,433,4.481
660,97,407,3.848
661,96,415,3.555
662,96,440,3.587
663,96,448,4.011
664,97,445,4.587
665,102,462,4.382
666,112,506,4.44
667,122,550,5.084
668,127,564,5.322
669,128,563,5.207
670,128,572,5.134
671,127,571,5.364
672,122,537,5.27
673,112,485,4.935
674,102,440,4.396
675,97,407,3.978
676,96,382,3.835
677,97,376,3.494
678,102,397,3.275
679,114,439,3.412
680,135,499,4.014
681,167,588,4.71
682,209,700,5.882
683,255,832,7.416
684,301,975,9.262
685,353,1141,11.729
686,418,1347,13.602
687,489,1567,16.778
688,554,1766,19.752
689,617,1948,22.657
690,695,2167,25.731
691,793,2438,29.217
692,898,2736,33.333
693,1002,3055,37.631
694,1118,3417,42.073
695,1262,3846,47.34
696,1425,4318,53.358
697,1583,4826,60.782
698,1728,5334,82.274
699,1873,5841,76.384
700,2023,6366,83.173
701,2156,6871,90.733
702,2252,7286,98.722
703,2323,7626,101.795
704,2389,7935,105.234
705,2445,8161,109.672
706,2483,8301,113.554
707,2509,8475,114.8
708,2531,8623,275.808
709,2561,8705,253.358
710,2604,8739,120.046
711,2646,8847,119.584
712,2677,8948,120.7
713,2709,8994,125.128
714,2751,9006,128.535
715,2785,9042,125.165
716,2786,9029,143.774
717,2756,8922,127.655
718,2715,8772,250.229
719,2659,8624,139.588
720,2565,8399,178.075
721,2435,8089,113.35
722,2289,7756,107.284
723,2139,7381,231.653
724,1991,7005,95.317
725,1838,6654,89.325
726,1681,6274,322.704
727,1548,5912,82.131
728,1446,5601,71.804
729,1354,5286,68.168
730,1274,5021,63.041
731,1221,4842,60.983
732,1188,4690,58.131
733,1165,4567,56.643
734,1151,4443,114.93
735,1137,4360,53.741
736,1119,4317,52.969
737,1101,4295,52.03
738,1082,4210,51.058
739,1058,4091,50.488
740,1017,3975,49.259
741,961,3867,47.683
742,910,3734,45.892
743,863,3592,44.64
744,810,3428,42.165
745,764,3305,39.75
746,735,3242,38.35
747,715,3191,37.089
748,705,3153,36.391
749,710,3121,36.178
750,726,3163,35.723
751,747,3241,36.032
752,769,3321,36.144
753,795,3392,37.827
754,824,3500,39.162
755,843,3582,41.499
756,850,3621,42.403
757,857,3637,42.401
758,865,3644,42.315
759,865,3637,42.798
760,855,3632,42.915
761,842,3642,41.862
762,835,3618,41.84
763,835,3588,41.33
764,837,3563,41.133
765,846,3564,40.7
766,870,3583,40.841
767,903,3646,41.556
768,937,3711,42.814
769,970,3761,44.458
770,998,3855,44.867
771,1020,3950,45.796
772,1039,4023,48.226
773,1053,4060,48.833
774,1054,4051,49.383
775,1038,3984,48.154
776,1012,3898,47.821
777,987,3802,47.607
778,969,3736,47.488
779,957,3683,46.331
780,952,3693,47.993
781,959,3732,47.872
782,979,3804,48.85
783,1004,3898,49.645
784,1024,4014,51.578
785,1039,4109,53.107
786,1051,4137,54.935
787,1058,4172,55.158
788,1057,4176,57.474
789,1045,4068,56.222
790,1019,3947,54.924
791,979,3803,53.997
792,932,3593,51.557
793,880,3370,48.157
794,816,3153,45.128
795,748,2939,42.806
796,697,2768,39.419
797,665,2615,36.172
798,639,2553,34.412
799,610,2491,33.061
800,580,2382,32.086
801,558,2290,30.328
802,541,2232,28.652
803,519,2158,27.601
804,492,2065,26.575
805,463,1987,24.922
806,434,1917,23.48
807,406,1825,21.621
808,373,1723,21.26
809,337,1609,19.258
810,311,1497,18.167
811,294,1396,17.021
812,276,1291,15.409
813,257,1207,14.604
814,242,1160,13.563
815,235,1146,12.927
816,238,1158,12.925
817,248,1186,13.522
818,260,1238,13.122
819,272,1286,13.581
820,282,1312,14.691
821,290,1346,14.668
822,297,1368,258.944
823,298,1372,16.126
824,295,1362,16.289
825,293,1350,15.708
826,288,1311,15.434
827,280,1243,14.939
828,271,1198,14.32
829,262,1193,13.286
830,257,1193,13.335
831,257,1173,13.835
832,262,1156,12.813
833,272,1195,12.616
834,283,1272,13.624
835,294,1330,14.774
836,310,1367,15.011
837,329,1395,16.006
838,342,1429,16.586
839,348,1474,16.755
840,350,1514,17.532
841,348,1536,17.21
842,342,1537,17.433
843,330,1514,17.732
844,315,1461,16.583
845,305,1391,16.121
846,299,1326,15.714
847,293,1279,14.695
848,290,1256,13.979
849,295,1280,13.916
850,312,1355,13.494
851,344,1481,14.165
852,389,1629,15.942
853,441,1825,17.724
854,497,2050,20.39
855,556,2276,23.641
856,619,2513,26.707
857,684,2738,29.815
858,740,2953,33.222
859,785,3156,36.733
860,826,3330,39.495
861,859,3474,273.364
862,876,3525,42.715
863,880,3558,44.224
864,878,3598,44.272
865,875,3584,43.77
866,876,3514,43.324
867,877,3454,168.543
868,873,3378,41.384
869,867,3294,39.944
870,860,3204,39.562
871,854,3164,38.17
872,850,3150,96.735
873,841,3118,38.871
874,829,3067,39.284
875,824,3047,39.018
876,819,3011,37.741
877,804,2946,37.485
878,785,2892,36.382
879,769,2869,35.399
880,761,2814,34.409
881,762,2787,33.804
882,761,2786,33.538
883,756,2762,33.059
884,756,2730,254.369
885,758,2684,32.664
886,753,2596,32.542
887,737,2511,31.408
888,712,2391,30.857
889,685,2258,29.021
890,659,2148,27.945
891,629,2031,26.36
892,590,1918,24.801
893,545,1773,23.194
894,500,1618,20.674
895,456,1473,18.834
896,410,1319,17.265
897,363,1178,14.882
898,326,1052,13.394
899,301,923,12.21
900,275,819,10.574
901,247,733,8.987
902,225,678,7.97
903,209,639,7.848
904,198,607,7.033
905,191,573,6.461
906,183,548,5.916
907,173,529,5.502
908,163,504,5.231
909,152,474,4.999
910,139,435,4.947
911,123,399,4.576
912,106,367,3.942
913,91,313,3.651
914,74,241,3.062
915,54,181,2.215
916,38,138,1.655
917,28,117,1.208
918,21,104,0.968
919,17,87,0.881
920,17,85,0.782
921,21,103,0.816
922,28,120,1.016
923,37,137,1.194
924,48,157,1.387
925,58,183,1.541
926,63,216,1.829
927,64,237,2.136
928,64,245,2.322
929,64,240,2.409
930,64,224,2.345
931,64,200,2.313
932,64,186,1.996
933,63,174,1.796
934,58,165,1.692
935,48,155,1.628
936,38,140,1.586
937,34,132,1.402
938,38,136,1.307
939,48,149,1.461
940,58,164,1.606
941,63,178,1.772
942,64,185,1.846
943,64,202,6.65
944,64,223,2.065
945,64,239,2.189
946,64,246,2.301
947,64,239,2.372
948,63,222,2.387
949,58,192,2.147
950,48,157,1.882
951,38,137,1.715
952,34,135,1.366
953,38,142,1.231
954,49,166,1.191
955,64,204,1.366
956,79,242,1.818
957,91,275,2.354
958,100,304,2.805
959,108,319,3.328
960,117,341,3.496
961,129,354,3.817
962,145,388,4.066
963,165,435,4.514
964,185,476,5.341
965,195,521,6.077
966,191,556,6.789
967,182,555,6.683
968,177,551,6.298
969,175,564,6.035
970,171,565,5.844
971,164,545,5.686
972,155,505,5.437
973,143,469,5.182
974,127,420,4.553
975,107,346,3.86
976,86,282,3.024
977,70,234,2.281
978,59,194,1.742
979,48,169,1.486
980,38,151,1.318
981,34,143,1.259
982,38,151,1.285
983,48,169,1.438
984,58,181,1.659
985,63,192,1.724
986,64,203,1.786
987,64,221,1.875
988,64,240,1.973
989,64,246,2.102
990,64,245,2.136
991,64,234,2.1
992,63,213,2.219
993,58,186,2.052
994,48,165,1.774
995,37,148,1.524
996,28,128,1.387
997,21,113,1.206
998,17,102,0.999
999,17,104,0.879
1000,21,122,0.843
1001,28,140,1.007
1002,37,154,1.132
1003,48,169,1.285
1004,58,191,1.539
1005,63,216,1.794
1006,64,230,2.038
1007,64,233,2.143
1008,64,234,2.148
1009,64,230,2.027
1010,64,216,2.047
1011,64,205,1.907
1012,63,200,1.699
1013,58,195,1.635
1014,48,186,1.58
1015,38,160,1.515
1016,34,141,1.335
1017,38,150,1.252
1018,48,179,1.3
1019,58,202,1.503
1020,63,213,1.724
1021,64,219,1.752
1022,64,233,1.872
1023,64,251,2.026
1024,64,259,2.171
1025,64,261,2.137
1026,64,252,2.135
1027,63,230,2.149
1028,58,201,2.009
1029,48,169,1.771
1030,38,148,1.501
1031,34,139,1.295
1032,38,137,1.169
1033,49,164,1.018
1034,64,201,1.189
1035,80,245,1.549
1036,97,297,1.947
1037,118,351,2.593
1038,145,423,3.209
1039,175,505,4.293
1040,204,587,5.513
1041,235,678,6.194
1042,273,776,7.012
1043,314,871,7.86
1044,350,960,9.056
1045,381,1031,10.434
1046,416,1103,11.949
1047,459,1182,12.401
1048,501,1268,13.337
1049,535,1363,14.819
1050,566,1443,15.769
1051,602,1518,16.266
1052,643,1604,18.069
1053,686,1706,18.716
1054,731,1813,20.356
1055,775,1923,36.796
1056,820,2041,24.222
1057,871,2149,25.556
1058,917,2251,27.071
1059,945,2339,27.588
1060,962,2413,28.748
1061,980,2478,37.226
1062,993,2521,29.832
1063,986,2547,30.169
1064,960,2539,30.144
1065,927,2478,29.4
1066,890,2403,85.217
1067,844,2340,25.971
1068,785,2248,25.533
1069,718,2100,24.088
1070,656,1955,22.202
1071,604,1836,21.026
1072,556,1709,19.639
1073,514,1598,17.537
1074,488,1534,15.829
1075,475,1480,16.169
1076,463,1420,20.002
1077,447,1366,15.494
1078,428,1324,14.481
1079,410,1294,13.354
1080,397,1248,12.794
1081,386,1198,13.117
1082,371,1148,11.748
1083,352,1096,13.429
1084,331,1060,12.235
1085,311,1037,10.755
1086,292,970,222.119
1087,267,898,9.572
1088,242,859,8.532
1089,225,803,8.36
1090,208,748,7.342
1091,191,692,7.053
1092,182,670,7.015
1093,182,659,6.409
1094,188,654,6.143
1095,196,652,6.007
1096,203,641,5.901
1097,207,653,5.927
1098,208,668,6.216
1099,210,688,6.667
1100,219,710,6.771
1101,234,726,6.762
1102,246,743,6.97
1103,252,759,7.086
1104,254,750,7.072
1105,252,769,7.045
1106,247,778,7.556
1107,240,772,7.207
1108,235,764,7.206
1109,236,759,7.106
1110,238,750,7.025
1111,234,735,6.866
1112,224,704,7.553
1113,214,688,6.773
1114,211,694,6.58
1115,219,712,6.562
1116,235,743,6.637
1117,252,779,6.812
1118,268,810,7.073
1119,281,833,7.73
1120,288,871,7.762
1121,290,880,8.153
1122,288,893,8.267
1123,287,894,8.414
1124,292,880,9.175
1125,299,876,8.723
1126,301,840,8.436
1127,295,821,8.193
1128,285,807,7.949
1129,275,779,8.16
1130,265,767,8.05
1131,258,766,7.436
1132,255,734,25.107
1133,252,722,7.672
1134,247,697,7.322
1135,239,672,6.842
1136,228,643,6.379
1137,215,599,6.281
1138,203,572,5.936
1139,199,556,5.836
1140,202,540,6.515
1141,201,543,6.392
1142,192,542,6.432
1143,182,523,6.37
1144,177,497,6.137
1145,175,493,5.725
1146,171,481,5.561
1147,164,463,5.614
1148,155,431,5.408
1149,143,398,4.804
1150,127,354,4.233
1151,107,289,3.666
1152,86,234,3.065
1153,70,195,2.255
1154,59,163,1.768
1155,48,144,1.473
1156,38,128,1.268
1157,34,124,1.181
1158,38,135,1.224
1159,48,149,1.398
1160,58,157,1.574
1161,63,164,1.639
1162,64,172,1.644
1163,64,185,1.659
1164,64,206,1.966
1165,64,221,2.149
1166,64,226,2.197
1167,64,217,2.23
1168,63,193,2.232
1169,58,167,1.911
1170,48,144,1.58
1171,37,128,1.367
1172,28,113,1.232
1173,21,98,1.084
1174,17,84,0.918
1175,17,86,0.735
1176,21,103,0.724
1177,28,117,0.893
1178,37,130,1.012
1179,48,143,1.231
1180,58,161,1.372
1181,63,188,1.633
1182,64,207,1.907
1183,64,210,2.094
1184,64,208,2.079
1185,64,200,2.002
1186,64,183,1.951
1187,64,172,1.74
1188,63,168,1.58
1189,58,166,1.499
1190,48,161,1.604
1191,38,140,1.518
1192,34,123,1.378
1193,38,131,1.193
1194,48,154,1.216
1195,58,171,1.444
1196,63,178,1.545
1197,64,180,1.605
1198,64,191,1.653
1199,64,210,1.909
1200,64,221,2.041
1201,64,228,2.091
1202,64,225,2.125
1203,63,206,2.111
1204,58,176,1.937
1205,48,146,1.677
1206,38,125,1.398
1207,34,119,1.22
1208,38,123,1.099
1209,49,141,1.077
1210,64,171,1.193
1211,80,209,1.525
1212,97,258,2.007
1213,118,306,2.928
1214,145,369,3.335
1215,175,437,4.241
1216,203,503,4.981
1217,229,566,5.722
1218,254,620,6.367
1219,272,673,71.928
1220,279,713,8.24
1221,281,737,7.955
1222,287,758,119.628
1223,302,783,8.482
1224,324,813,9.028
1225,346,850,9.334
1226,363,895,10.317
1227,378,935,11.007
1228,395,960,11.004
1229,408,986,11.718
1230,410,1024,13.734
1231,406,1058,13.499
1232,406,1093,13.74
1233,409,1114,14.139
1234,405,1108,14.386
1235,390,1072,13.524
1236,366,1010,13.252
1237,338,948,12.207
1238,311,902,10.671
1239,283,857,9.599
1240,257,809,8.883
1241,243,752,8.51
1242,239,701,8.423
1243,234,667,7.532
1244,224,652,7.191
1245,213,642,7.073
1246,204,633,7.012
1247,197,630,7.109
1248,191,615,7.155
1249,183,580,6.428
1250,173,544,6.01
1251,163,518,5.662
1252,152,491,5.548
1253,139,447,5.242
1254,123,402,4.57
1255,106,370,4.228
1256,91,318,4.008
1257,74,249,3.22
1258,54,192,2.312
1259,38,152,1.714
1260,28,131,1.264
1261,21,118,1.055
1262,17,104,0.936
1263,17,103,0.824
1264,21,115,0.869
1265,28,131,1.013
1266,37,148,1.215
1267,48,160,1.425
1268,58,178,1.614
1269,63,207,1.92
